epiweek_id,county_id,respiratory_illness_type,care_type,county_ili_percent,state_ili_percent,deviation_from_state_average
202341,25,COVID-19,Hospitalizations,3.0,1.00214,1.99786
202341,21,COVID-19,Hospitalizations,3.0,1.00214,1.99786
202341,34,COVID-19,Emergency Visits,2.1,1.00214,1.09786
202341,23,COVID-19,Emergency Visits,2.1,1.00214,1.09786
202341,14,COVID-19,Emergency Visits,2.1,1.00214,1.09786
202341,25,COVID-19,Emergency Visits,2.1,1.00214,1.09786
202341,21,COVID-19,Emergency Visits,2.1,1.00214,1.09786
202341,39,COVID-19,Hospitalizations,2.4,1.00214,1.3978599999999999
202341,19,COVID-19,Hospitalizations,2.4,1.00214,1.3978599999999999
202341,39,COVID-19,Emergency Visits,2.2,1.00214,1.1978600000000001
202341,19,COVID-19,Emergency Visits,2.2,1.00214,1.1978600000000001
202341,17,COVID-19,Hospitalizations,2.8,1.00214,1.7978599999999998
202341,17,COVID-19,Emergency Visits,2.2,1.00214,1.1978600000000001
202341,37,COVID-19,Hospitalizations,4.1,1.00214,3.09786
202341,29,COVID-19,Hospitalizations,4.1,1.00214,3.09786
202341,31,COVID-19,Hospitalizations,4.1,1.00214,3.09786
202341,28,COVID-19,Hospitalizations,4.1,1.00214,3.09786
202341,15,COVID-19,Hospitalizations,4.1,1.00214,3.09786
202341,37,COVID-19,Emergency Visits,2.7,1.00214,1.6978600000000001
202341,29,COVID-19,Emergency Visits,2.7,1.00214,1.6978600000000001
202341,31,COVID-19,Emergency Visits,2.7,1.00214,1.6978600000000001
202341,28,COVID-19,Emergency Visits,2.7,1.00214,1.6978600000000001
202341,15,COVID-19,Emergency Visits,2.7,1.00214,1.6978600000000001
202341,5,COVID-19,Hospitalizations,4.4,1.00214,3.3978600000000005
202341,16,COVID-19,Hospitalizations,4.4,1.00214,3.3978600000000005
202341,18,COVID-19,Hospitalizations,4.4,1.00214,3.3978600000000005
202341,5,COVID-19,Emergency Visits,2.8,1.00214,1.7978599999999998
202341,16,COVID-19,Emergency Visits,2.8,1.00214,1.7978599999999998
202341,18,COVID-19,Emergency Visits,2.8,1.00214,1.7978599999999998
202341,6,COVID-19,Hospitalizations,4.0,1.00214,2.99786
202341,30,COVID-19,Hospitalizations,4.0,1.00214,2.99786
202341,20,COVID-19,Hospitalizations,4.0,1.00214,2.99786
202341,8,COVID-19,Hospitalizations,4.0,1.00214,2.99786
202341,35,COVID-19,Hospitalizations,4.0,1.00214,2.99786
202341,6,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,30,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,20,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,8,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,35,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,4,COVID-19,Hospitalizations,3.1,1.00214,2.09786
202341,9,COVID-19,Hospitalizations,3.1,1.00214,2.09786
202341,13,COVID-19,Hospitalizations,3.1,1.00214,2.09786
202341,24,COVID-19,Hospitalizations,3.1,1.00214,2.09786
202341,4,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,9,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,13,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202341,24,COVID-19,Emergency Visits,2.0,1.00214,0.99786
202342,32,COVID-19,Hospitalizations,4.0,1.02678,2.97322
202342,33,COVID-19,Hospitalizations,4.0,1.02678,2.97322
202342,26,COVID-19,Hospitalizations,4.0,1.02678,2.97322
202342,10,COVID-19,Hospitalizations,4.0,1.02678,2.97322
202342,32,COVID-19,Emergency Visits,2.1,1.02678,1.07322
202342,33,COVID-19,Emergency Visits,2.1,1.02678,1.07322
202342,26,COVID-19,Emergency Visits,2.1,1.02678,1.07322
202342,10,COVID-19,Emergency Visits,2.1,1.02678,1.07322
202342,34,COVID-19,Hospitalizations,2.5,1.02678,1.47322
202342,23,COVID-19,Hospitalizations,2.5,1.02678,1.47322
202342,14,COVID-19,Hospitalizations,2.5,1.02678,1.47322
202342,25,COVID-19,Hospitalizations,2.5,1.02678,1.47322
202342,21,COVID-19,Hospitalizations,2.5,1.02678,1.47322
202342,34,COVID-19,Emergency Visits,1.7,1.02678,0.6732199999999999
202342,23,COVID-19,Emergency Visits,1.7,1.02678,0.6732199999999999
202342,14,COVID-19,Emergency Visits,1.7,1.02678,0.6732199999999999
202342,25,COVID-19,Emergency Visits,1.7,1.02678,0.6732199999999999
202342,21,COVID-19,Emergency Visits,1.7,1.02678,0.6732199999999999
202342,39,COVID-19,Hospitalizations,1.6,1.02678,0.5732200000000001
202342,19,COVID-19,Hospitalizations,1.6,1.02678,0.5732200000000001
202342,39,COVID-19,Emergency Visits,1.5,1.02678,0.47322
202342,19,COVID-19,Emergency Visits,1.5,1.02678,0.47322
202342,17,COVID-19,Hospitalizations,2.4,1.02678,1.3732199999999999
202342,17,COVID-19,Emergency Visits,1.8,1.02678,0.77322
202342,37,COVID-19,Hospitalizations,2.1,1.02678,1.07322
202342,29,COVID-19,Hospitalizations,2.1,1.02678,1.07322
202342,31,COVID-19,Hospitalizations,2.1,1.02678,1.07322
202342,28,COVID-19,Hospitalizations,2.1,1.02678,1.07322
202342,15,COVID-19,Hospitalizations,2.1,1.02678,1.07322
202342,37,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,29,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,31,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,28,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,15,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,5,COVID-19,Hospitalizations,3.4,1.02678,2.37322
202342,16,COVID-19,Hospitalizations,3.4,1.02678,2.37322
202342,18,COVID-19,Hospitalizations,3.4,1.02678,2.37322
202342,5,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,16,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,18,COVID-19,Emergency Visits,1.9,1.02678,0.8732199999999999
202342,6,COVID-19,Hospitalizations,2.2,1.02678,1.1732200000000002
202342,30,COVID-19,Hospitalizations,2.2,1.02678,1.1732200000000002
202342,20,COVID-19,Hospitalizations,2.2,1.02678,1.1732200000000002
202342,8,COVID-19,Hospitalizations,2.2,1.02678,1.1732200000000002
202342,35,COVID-19,Hospitalizations,2.2,1.02678,1.1732200000000002
202342,6,COVID-19,Emergency Visits,1.8,1.02678,0.77322
202342,30,COVID-19,Emergency Visits,1.8,1.02678,0.77322
202342,20,COVID-19,Emergency Visits,1.8,1.02678,0.77322
202342,8,COVID-19,Emergency Visits,1.8,1.02678,0.77322
202342,35,COVID-19,Emergency Visits,1.8,1.02678,0.77322
202342,4,COVID-19,Hospitalizations,1.5,1.02678,0.47322
202342,9,COVID-19,Hospitalizations,1.5,1.02678,0.47322
202342,13,COVID-19,Hospitalizations,1.5,1.02678,0.47322
202342,24,COVID-19,Hospitalizations,1.5,1.02678,0.47322
202342,4,COVID-19,Emergency Visits,1.4,1.02678,0.3732199999999999
202342,9,COVID-19,Emergency Visits,1.4,1.02678,0.3732199999999999
202342,13,COVID-19,Emergency Visits,1.4,1.02678,0.3732199999999999
202342,24,COVID-19,Emergency Visits,1.4,1.02678,0.3732199999999999
202343,32,COVID-19,Hospitalizations,3.4,0.956771,2.4432289999999997
202343,33,COVID-19,Hospitalizations,3.4,0.956771,2.4432289999999997
202343,26,COVID-19,Hospitalizations,3.4,0.956771,2.4432289999999997
202343,10,COVID-19,Hospitalizations,3.4,0.956771,2.4432289999999997
202343,32,COVID-19,Emergency Visits,1.7,0.956771,0.7432289999999999
202343,33,COVID-19,Emergency Visits,1.7,0.956771,0.7432289999999999
202343,26,COVID-19,Emergency Visits,1.7,0.956771,0.7432289999999999
202343,10,COVID-19,Emergency Visits,1.7,0.956771,0.7432289999999999
202343,34,COVID-19,Hospitalizations,2.3,0.956771,1.3432289999999998
202343,23,COVID-19,Hospitalizations,2.3,0.956771,1.3432289999999998
202343,14,COVID-19,Hospitalizations,2.3,0.956771,1.3432289999999998
202343,25,COVID-19,Hospitalizations,2.3,0.956771,1.3432289999999998
202343,21,COVID-19,Hospitalizations,2.3,0.956771,1.3432289999999998
202343,34,COVID-19,Emergency Visits,1.6,0.956771,0.643229
202343,23,COVID-19,Emergency Visits,1.6,0.956771,0.643229
202343,14,COVID-19,Emergency Visits,1.6,0.956771,0.643229
202343,25,COVID-19,Emergency Visits,1.6,0.956771,0.643229
202343,21,COVID-19,Emergency Visits,1.6,0.956771,0.643229
202343,39,COVID-19,Hospitalizations,2.4,0.956771,1.4432289999999999
202343,19,COVID-19,Hospitalizations,2.4,0.956771,1.4432289999999999
202343,39,COVID-19,Emergency Visits,1.6,0.956771,0.643229
202343,19,COVID-19,Emergency Visits,1.6,0.956771,0.643229
202343,17,COVID-19,Hospitalizations,1.8,0.956771,0.843229
202343,17,COVID-19,Emergency Visits,1.5,0.956771,0.543229
202343,37,COVID-19,Hospitalizations,2.0,0.956771,1.043229
202343,29,COVID-19,Hospitalizations,2.0,0.956771,1.043229
202343,31,COVID-19,Hospitalizations,2.0,0.956771,1.043229
202343,28,COVID-19,Hospitalizations,2.0,0.956771,1.043229
202343,15,COVID-19,Hospitalizations,2.0,0.956771,1.043229
202343,37,COVID-19,Emergency Visits,1.5,0.956771,0.543229
202343,29,COVID-19,Emergency Visits,1.5,0.956771,0.543229
202343,31,COVID-19,Emergency Visits,1.5,0.956771,0.543229
202343,28,COVID-19,Emergency Visits,1.5,0.956771,0.543229
202343,15,COVID-19,Emergency Visits,1.5,0.956771,0.543229
202343,5,COVID-19,Hospitalizations,2.7,0.956771,1.7432290000000001
202343,16,COVID-19,Hospitalizations,2.7,0.956771,1.7432290000000001
202343,18,COVID-19,Hospitalizations,2.7,0.956771,1.7432290000000001
202343,5,COVID-19,Emergency Visits,1.4,0.956771,0.4432289999999999
202343,16,COVID-19,Emergency Visits,1.4,0.956771,0.4432289999999999
202343,18,COVID-19,Emergency Visits,1.4,0.956771,0.4432289999999999
202343,6,COVID-19,Hospitalizations,1.5,0.956771,0.543229
202343,30,COVID-19,Hospitalizations,1.5,0.956771,0.543229
202343,20,COVID-19,Hospitalizations,1.5,0.956771,0.543229
202343,8,COVID-19,Hospitalizations,1.5,0.956771,0.543229
202343,35,COVID-19,Hospitalizations,1.5,0.956771,0.543229
202343,6,COVID-19,Emergency Visits,1.8,0.956771,0.843229
202343,30,COVID-19,Emergency Visits,1.8,0.956771,0.843229
202343,20,COVID-19,Emergency Visits,1.8,0.956771,0.843229
202343,8,COVID-19,Emergency Visits,1.8,0.956771,0.843229
202343,35,COVID-19,Emergency Visits,1.8,0.956771,0.843229
202343,4,COVID-19,Hospitalizations,1.1,0.956771,0.14322900000000005
202343,9,COVID-19,Hospitalizations,1.1,0.956771,0.14322900000000005
202343,13,COVID-19,Hospitalizations,1.1,0.956771,0.14322900000000005
202343,24,COVID-19,Hospitalizations,1.1,0.956771,0.14322900000000005
202343,4,COVID-19,Emergency Visits,1.0,0.956771,0.04322899999999996
202343,9,COVID-19,Emergency Visits,1.0,0.956771,0.04322899999999996
202343,13,COVID-19,Emergency Visits,1.0,0.956771,0.04322899999999996
202343,24,COVID-19,Emergency Visits,1.0,0.956771,0.04322899999999996
202344,32,COVID-19,Hospitalizations,1.9,1.18006,0.7199399999999998
202344,33,COVID-19,Hospitalizations,1.9,1.18006,0.7199399999999998
202344,26,COVID-19,Hospitalizations,1.9,1.18006,0.7199399999999998
202344,10,COVID-19,Hospitalizations,1.9,1.18006,0.7199399999999998
202344,32,COVID-19,Emergency Visits,1.5,1.18006,0.3199399999999999
202344,33,COVID-19,Emergency Visits,1.5,1.18006,0.3199399999999999
202344,26,COVID-19,Emergency Visits,1.5,1.18006,0.3199399999999999
202344,10,COVID-19,Emergency Visits,1.5,1.18006,0.3199399999999999
202344,34,COVID-19,Hospitalizations,2.5,1.18006,1.31994
202344,23,COVID-19,Hospitalizations,2.5,1.18006,1.31994
202344,14,COVID-19,Hospitalizations,2.5,1.18006,1.31994
202344,25,COVID-19,Hospitalizations,2.5,1.18006,1.31994
202344,21,COVID-19,Hospitalizations,2.5,1.18006,1.31994
202344,34,COVID-19,Emergency Visits,1.4,1.18006,0.2199399999999998
202344,23,COVID-19,Emergency Visits,1.4,1.18006,0.2199399999999998
202344,14,COVID-19,Emergency Visits,1.4,1.18006,0.2199399999999998
202344,25,COVID-19,Emergency Visits,1.4,1.18006,0.2199399999999998
202344,21,COVID-19,Emergency Visits,1.4,1.18006,0.2199399999999998
202344,39,COVID-19,Hospitalizations,1.3,1.18006,0.11993999999999994
202344,19,COVID-19,Hospitalizations,1.3,1.18006,0.11993999999999994
202344,39,COVID-19,Emergency Visits,1.3,1.18006,0.11993999999999994
202344,19,COVID-19,Emergency Visits,1.3,1.18006,0.11993999999999994
202344,17,COVID-19,Hospitalizations,1.8,1.18006,0.6199399999999999
202344,17,COVID-19,Emergency Visits,1.6,1.18006,0.41994
202344,37,COVID-19,Hospitalizations,2.8,1.18006,1.6199399999999997
202344,29,COVID-19,Hospitalizations,2.8,1.18006,1.6199399999999997
202344,31,COVID-19,Hospitalizations,2.8,1.18006,1.6199399999999997
202344,28,COVID-19,Hospitalizations,2.8,1.18006,1.6199399999999997
202344,15,COVID-19,Hospitalizations,2.8,1.18006,1.6199399999999997
202344,37,COVID-19,Emergency Visits,1.8,1.18006,0.6199399999999999
202344,29,COVID-19,Emergency Visits,1.8,1.18006,0.6199399999999999
202344,31,COVID-19,Emergency Visits,1.8,1.18006,0.6199399999999999
202344,28,COVID-19,Emergency Visits,1.8,1.18006,0.6199399999999999
202344,15,COVID-19,Emergency Visits,1.8,1.18006,0.6199399999999999
202344,5,COVID-19,Hospitalizations,3.0,1.18006,1.81994
202344,16,COVID-19,Hospitalizations,3.0,1.18006,1.81994
202344,18,COVID-19,Hospitalizations,3.0,1.18006,1.81994
202344,5,COVID-19,Emergency Visits,2.0,1.18006,0.8199399999999999
202344,16,COVID-19,Emergency Visits,2.0,1.18006,0.8199399999999999
202344,18,COVID-19,Emergency Visits,2.0,1.18006,0.8199399999999999
202344,6,COVID-19,Hospitalizations,3.2,1.18006,2.01994
202344,30,COVID-19,Hospitalizations,3.2,1.18006,2.01994
202344,20,COVID-19,Hospitalizations,3.2,1.18006,2.01994
202344,8,COVID-19,Hospitalizations,3.2,1.18006,2.01994
202344,35,COVID-19,Hospitalizations,3.2,1.18006,2.01994
202344,6,COVID-19,Emergency Visits,2.3,1.18006,1.1199399999999997
202344,30,COVID-19,Emergency Visits,2.3,1.18006,1.1199399999999997
202344,20,COVID-19,Emergency Visits,2.3,1.18006,1.1199399999999997
202344,8,COVID-19,Emergency Visits,2.3,1.18006,1.1199399999999997
202344,35,COVID-19,Emergency Visits,2.3,1.18006,1.1199399999999997
202344,4,COVID-19,Hospitalizations,0.6,1.18006,-0.5800600000000001
202344,9,COVID-19,Hospitalizations,0.6,1.18006,-0.5800600000000001
202344,13,COVID-19,Hospitalizations,0.6,1.18006,-0.5800600000000001
202344,24,COVID-19,Hospitalizations,0.6,1.18006,-0.5800600000000001
202344,4,COVID-19,Emergency Visits,1.2,1.18006,0.019939999999999847
202344,9,COVID-19,Emergency Visits,1.2,1.18006,0.019939999999999847
202344,13,COVID-19,Emergency Visits,1.2,1.18006,0.019939999999999847
202344,24,COVID-19,Emergency Visits,1.2,1.18006,0.019939999999999847
202345,32,COVID-19,Hospitalizations,1.7,1.30316,0.39683999999999986
202345,33,COVID-19,Hospitalizations,1.7,1.30316,0.39683999999999986
202345,26,COVID-19,Hospitalizations,1.7,1.30316,0.39683999999999986
202345,10,COVID-19,Hospitalizations,1.7,1.30316,0.39683999999999986
202345,32,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,33,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,26,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,10,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,34,COVID-19,Hospitalizations,1.9,1.30316,0.5968399999999998
202345,23,COVID-19,Hospitalizations,1.9,1.30316,0.5968399999999998
202345,14,COVID-19,Hospitalizations,1.9,1.30316,0.5968399999999998
202345,25,COVID-19,Hospitalizations,1.9,1.30316,0.5968399999999998
202345,21,COVID-19,Hospitalizations,1.9,1.30316,0.5968399999999998
202345,34,COVID-19,Emergency Visits,1.3,1.30316,-0.0031600000000000517
202345,23,COVID-19,Emergency Visits,1.3,1.30316,-0.0031600000000000517
202345,14,COVID-19,Emergency Visits,1.3,1.30316,-0.0031600000000000517
202345,25,COVID-19,Emergency Visits,1.3,1.30316,-0.0031600000000000517
202345,21,COVID-19,Emergency Visits,1.3,1.30316,-0.0031600000000000517
202345,39,COVID-19,Hospitalizations,1.6,1.30316,0.29684
202345,19,COVID-19,Hospitalizations,1.6,1.30316,0.29684
202345,39,COVID-19,Emergency Visits,1.3,1.30316,-0.0031600000000000517
202345,19,COVID-19,Emergency Visits,1.3,1.30316,-0.0031600000000000517
202345,17,COVID-19,Hospitalizations,2.4,1.30316,1.0968399999999998
202345,17,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,37,COVID-19,Hospitalizations,2.2,1.30316,0.8968400000000001
202345,29,COVID-19,Hospitalizations,2.2,1.30316,0.8968400000000001
202345,31,COVID-19,Hospitalizations,2.2,1.30316,0.8968400000000001
202345,28,COVID-19,Hospitalizations,2.2,1.30316,0.8968400000000001
202345,15,COVID-19,Hospitalizations,2.2,1.30316,0.8968400000000001
202345,37,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,29,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,31,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,28,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,15,COVID-19,Emergency Visits,1.5,1.30316,0.1968399999999999
202345,5,COVID-19,Hospitalizations,3.8,1.30316,2.4968399999999997
202345,16,COVID-19,Hospitalizations,3.8,1.30316,2.4968399999999997
202345,18,COVID-19,Hospitalizations,3.8,1.30316,2.4968399999999997
202345,5,COVID-19,Emergency Visits,1.8,1.30316,0.49683999999999995
202345,16,COVID-19,Emergency Visits,1.8,1.30316,0.49683999999999995
202345,18,COVID-19,Emergency Visits,1.8,1.30316,0.49683999999999995
202345,6,COVID-19,Hospitalizations,2.5,1.30316,1.19684
202345,30,COVID-19,Hospitalizations,2.5,1.30316,1.19684
202345,20,COVID-19,Hospitalizations,2.5,1.30316,1.19684
202345,8,COVID-19,Hospitalizations,2.5,1.30316,1.19684
202345,35,COVID-19,Hospitalizations,2.5,1.30316,1.19684
202345,6,COVID-19,Emergency Visits,1.7,1.30316,0.39683999999999986
202345,30,COVID-19,Emergency Visits,1.7,1.30316,0.39683999999999986
202345,20,COVID-19,Emergency Visits,1.7,1.30316,0.39683999999999986
202345,8,COVID-19,Emergency Visits,1.7,1.30316,0.39683999999999986
202345,35,COVID-19,Emergency Visits,1.7,1.30316,0.39683999999999986
202345,4,COVID-19,Hospitalizations,0.5,1.30316,-0.8031600000000001
202345,9,COVID-19,Hospitalizations,0.5,1.30316,-0.8031600000000001
202345,13,COVID-19,Hospitalizations,0.5,1.30316,-0.8031600000000001
202345,24,COVID-19,Hospitalizations,0.5,1.30316,-0.8031600000000001
202345,4,COVID-19,Emergency Visits,1.0,1.30316,-0.3031600000000001
202345,9,COVID-19,Emergency Visits,1.0,1.30316,-0.3031600000000001
202345,13,COVID-19,Emergency Visits,1.0,1.30316,-0.3031600000000001
202345,24,COVID-19,Emergency Visits,1.0,1.30316,-0.3031600000000001
202346,32,COVID-19,Hospitalizations,2.9,1.41341,1.4865899999999999
202346,33,COVID-19,Hospitalizations,2.9,1.41341,1.4865899999999999
202346,26,COVID-19,Hospitalizations,2.9,1.41341,1.4865899999999999
202346,10,COVID-19,Hospitalizations,2.9,1.41341,1.4865899999999999
202346,32,COVID-19,Emergency Visits,1.5,1.41341,0.08658999999999994
202346,33,COVID-19,Emergency Visits,1.5,1.41341,0.08658999999999994
202346,26,COVID-19,Emergency Visits,1.5,1.41341,0.08658999999999994
202346,10,COVID-19,Emergency Visits,1.5,1.41341,0.08658999999999994
202346,34,COVID-19,Hospitalizations,2.5,1.41341,1.08659
202346,23,COVID-19,Hospitalizations,2.5,1.41341,1.08659
202346,14,COVID-19,Hospitalizations,2.5,1.41341,1.08659
202346,25,COVID-19,Hospitalizations,2.5,1.41341,1.08659
202346,21,COVID-19,Hospitalizations,2.5,1.41341,1.08659
202346,34,COVID-19,Emergency Visits,1.4,1.41341,-0.013410000000000144
202346,23,COVID-19,Emergency Visits,1.4,1.41341,-0.013410000000000144
202346,14,COVID-19,Emergency Visits,1.4,1.41341,-0.013410000000000144
202346,25,COVID-19,Emergency Visits,1.4,1.41341,-0.013410000000000144
202346,21,COVID-19,Emergency Visits,1.4,1.41341,-0.013410000000000144
202346,39,COVID-19,Hospitalizations,1.7,1.41341,0.2865899999999999
202346,19,COVID-19,Hospitalizations,1.7,1.41341,0.2865899999999999
202346,39,COVID-19,Emergency Visits,1.3,1.41341,-0.11341000000000001
202346,19,COVID-19,Emergency Visits,1.3,1.41341,-0.11341000000000001
202346,17,COVID-19,Hospitalizations,1.9,1.41341,0.48658999999999986
202346,17,COVID-19,Emergency Visits,1.4,1.41341,-0.013410000000000144
202346,37,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
202346,29,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
202346,31,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
202346,28,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
202346,15,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
202346,37,COVID-19,Emergency Visits,1.6,1.41341,0.18659000000000003
202346,29,COVID-19,Emergency Visits,1.6,1.41341,0.18659000000000003
202346,31,COVID-19,Emergency Visits,1.6,1.41341,0.18659000000000003
202346,28,COVID-19,Emergency Visits,1.6,1.41341,0.18659000000000003
202346,15,COVID-19,Emergency Visits,1.6,1.41341,0.18659000000000003
202346,5,COVID-19,Hospitalizations,5.9,1.41341,4.4865900000000005
202346,16,COVID-19,Hospitalizations,5.9,1.41341,4.4865900000000005
202346,18,COVID-19,Hospitalizations,5.9,1.41341,4.4865900000000005
202346,5,COVID-19,Emergency Visits,2.3,1.41341,0.8865899999999998
202346,16,COVID-19,Emergency Visits,2.3,1.41341,0.8865899999999998
202346,18,COVID-19,Emergency Visits,2.3,1.41341,0.8865899999999998
202346,6,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
202346,30,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
202346,20,COVID-19,Hospitalizations,2.4,1.41341,0.9865899999999999
